user,skill,item,correct,b4_correct,b4_incorrect
826,0,1176,1,0,0
826,0,768,1,1,0
826,0,0,1,2,0
826,0,1,1,3,0
826,0,1287,0,4,0
826,0,764,1,4,1
826,0,770,1,5,1
826,0,2230,1,6,1
826,0,3296,1,7,1
826,0,769,1,8,1
826,1,32,1,0,0
826,1,5462,1,1,0
826,1,2647,1,2,0
826,1,2231,1,3,0
826,1,2224,1,4,0
826,16,10056,1,0,0
826,16,4727,1,1,0
826,16,8051,1,2,0
826,16,2409,1,3,0
826,16,7832,0,4,0
826,16,10135,1,4,1
826,16,7040,1,5,1
826,16,15004,1,6,1
826,16,11240,1,7,1
826,16,3897,1,8,1
826,17,10909,1,0,0
826,17,11162,1,1,0
826,17,2965,1,2,0
826,17,7179,0,3,0
826,17,2510,1,3,1
826,17,12365,1,4,1
826,17,8998,1,5,1
826,17,1041,1,6,1
826,17,12954,1,7,1
826,3,10639,0,0,0
826,3,1339,1,0,1
826,3,3908,0,1,1
826,3,9794,1,1,2
826,3,4282,1,2,2
826,3,8942,1,3,2
826,3,6769,1,4,2
826,3,6770,1,5,2
826,28,4314,0,0,0
826,28,4351,1,0,1
826,28,2581,1,1,1
826,28,5841,0,2,1
826,28,740,1,2,2
826,28,1867,0,3,2
826,28,2578,0,3,3
826,28,2044,1,3,4
826,28,257,1,4,4
826,28,2042,0,5,4
826,31,3360,1,0,0
826,15,3360,1,0,0
826,15,292,1,1,0
826,20,2189,1,0,0
826,15,8626,0,2,0
826,31,8361,1,1,0
826,15,8361,1,2,1
826,15,1847,1,3,1
826,20,5306,0,1,0
826,31,1588,0,2,0
826,15,1588,0,4,1
826,15,1396,1,4,2
826,31,4328,1,2,1
826,15,4328,1,5,2
826,20,1016,0,1,1
826,20,59,1,1,2
826,20,743,1,2,2
826,20,1987,1,3,2
826,20,1099,1,4,2
826,20,1017,1,5,2
826,12,5190,1,0,0
826,12,5904,1,1,0
826,12,955,1,2,0
826,12,3154,1,3,0
826,12,3445,1,4,0
826,28,4777,0,5,5
826,28,1369,0,5,6
826,28,2576,1,5,7
826,28,1831,1,6,7
826,28,2561,1,7,7
826,28,1265,0,8,7
826,28,1864,0,8,8
826,28,6660,1,8,9
826,28,3642,0,9,9
826,28,1574,1,9,10
826,31,294,0,3,1
826,15,294,0,6,2
826,31,6667,0,3,2
826,15,6667,0,6,3
826,31,12616,1,3,3
826,15,12616,1,6,4
826,15,3020,1,7,4
826,15,7511,0,8,4
826,20,1587,0,6,2
826,28,2040,1,10,10
826,28,1828,1,11,10
826,28,2574,1,12,10
826,28,3643,1,13,10
826,15,9207,1,8,5
826,31,10613,1,4,3
826,15,10613,1,9,5
826,20,5936,1,6,3
826,20,12416,1,7,3
826,31,3876,1,5,3
826,15,3876,1,10,5
826,31,6665,1,6,3
826,15,6665,1,11,5
826,20,4785,1,8,3
826,31,11450,1,7,3
826,15,11450,1,12,5
1944,5,4529,1,0,0
1944,5,5353,1,1,0
1944,5,4527,1,2,0
1944,5,5353,1,3,0
1944,5,17092,1,4,0
1944,5,17098,1,5,0
1944,5,16820,1,6,0
1944,5,17139,1,7,0
1944,5,1747,1,8,0
1944,5,755,1,9,0
1944,5,3064,1,10,0
1944,5,13553,1,11,0
1944,12,1254,0,0,0
1944,12,4074,0,0,1
1944,12,12177,0,0,2
1944,12,959,1,0,3
1944,12,2947,1,1,3
1944,12,183,0,2,3
1944,12,15056,1,2,4
1944,12,4940,1,3,4
1944,12,11542,0,4,4
1944,12,5318,0,4,5
1944,12,5040,1,4,6
1944,12,14960,1,5,6
1944,12,11965,1,6,6
1944,118,17020,0,0,0
1944,118,16643,1,0,1
1944,118,16618,1,1,1
1944,118,16906,0,2,1
1944,118,17083,0,2,2
1944,118,17022,1,2,3
1944,118,16915,0,3,3
1944,118,16654,0,3,4
1944,118,16580,0,3,5
1944,118,17019,1,3,6
1944,5,3056,1,12,0
1944,12,9727,1,7,6
1944,5,16837,0,13,0
1944,5,17140,1,13,1
1944,5,16786,1,14,1
1944,5,17141,1,15,1
1944,118,16652,0,4,6
1944,118,17142,1,4,7
1944,118,16790,1,5,7
1944,118,16718,0,6,7
1944,118,16995,1,6,8
1944,118,16636,1,7,8
1944,118,17135,0,8,8
1944,118,16945,1,8,9
1944,118,16865,0,9,9
1944,118,17012,1,9,10
1944,118,17143,1,10,10
1944,90,17108,1,0,0
1944,90,17027,1,1,0
1944,90,17144,1,2,0
1944,5,3370,0,16,1
1944,90,16875,1,3,0
1944,5,7310,0,16,2
1944,5,304,1,16,3
1944,5,3058,1,17,3
1944,5,4213,1,18,3
1944,118,17023,1,11,10
1944,117,16950,1,0,0
1944,119,17145,0,0,0
1944,119,17128,1,0,1
1944,119,16924,1,1,1
1944,117,17061,1,1,0
1944,80,16932,1,0,0
1944,80,16895,1,1,0
1944,80,17119,1,2,0
1944,120,17050,1,0,0
1944,120,17146,1,1,0
1944,120,17147,1,2,0
1944,80,16933,1,3,0
1944,118,17142,0,12,10
1944,5,3054,1,19,3
1944,12,12835,0,8,6
1944,119,17031,1,2,1
1944,5,4066,0,20,3
1944,5,16843,1,20,4
1944,90,16810,1,4,0
1944,120,16901,0,3,0
1944,5,5243,1,21,4
1944,5,2239,1,22,4
1944,5,12926,0,23,4
1944,5,5386,1,23,5
1944,5,5156,1,24,5
1944,5,5353,1,25,5
1944,12,5813,0,8,7
1944,12,4273,0,8,8
1944,12,14960,1,8,9
1944,12,13263,1,9,9
1944,12,5364,1,10,9
1944,120,17056,1,3,1
1944,120,17006,0,4,1
1944,120,16936,1,4,2
1944,120,16805,0,5,2
1944,120,17081,1,5,3
1944,120,17067,1,6,3
1944,120,17001,1,7,3
1944,118,16791,1,12,11
1944,118,17072,1,13,11
1944,118,16685,1,14,11
1944,120,16986,0,8,3
1944,118,17018,0,15,11
1944,120,17148,1,8,4
1944,120,17149,1,9,4
1944,120,16900,1,10,4
1944,118,16790,1,15,12
1944,118,17019,0,16,12
1944,118,17083,0,16,13
1944,118,16620,0,16,14
1944,118,17129,0,16,15
1944,118,16670,0,16,16
1944,118,16672,1,16,17
1944,118,16577,1,17,17
1944,118,17020,1,18,17
1944,120,17003,1,11,4
1944,12,12070,0,11,9
1944,118,17143,0,19,17
1944,80,17122,1,4,0
1944,119,17150,1,3,1
1944,12,10443,1,11,10
1944,12,11541,1,12,10
1944,12,10849,0,13,10
1944,12,2397,1,13,11
1944,12,5152,1,14,11
1944,12,1030,1,15,11
1944,118,16580,1,19,18
1944,118,16670,1,20,18
1944,118,16577,1,21,18
1944,5,1599,1,26,5
1944,5,16828,1,27,5
1944,5,172,1,28,5
1944,12,959,0,16,11
1944,118,16864,0,22,18
1944,120,17050,1,12,4
1944,90,16919,1,5,0
1944,119,16882,1,4,1
1944,80,16933,1,5,0
1944,12,4722,1,16,12
1944,12,15054,1,17,12
1944,12,960,1,18,12
1944,118,16611,1,22,19
1944,118,17107,1,23,19
