user,skill,item,correct,b4_correct,b4_incorrect
3084,15,2551,0,0,0
3084,15,110,1,0,1
3084,15,248,1,1,1
3084,15,5293,1,2,1
1596,57,6742,1,0,0
1596,57,8521,1,1,0
1596,12,12455,1,0,0
1596,12,7512,1,1,0
1596,12,12300,1,2,0
1596,12,2259,1,3,0
1596,12,1307,0,4,0
1596,12,4943,1,4,1
1596,12,903,1,5,1
1596,12,965,1,6,1
1596,12,2397,1,7,1
3786,62,10856,0,0,0
3786,62,6923,0,0,1
3786,62,14375,1,0,2
3786,62,443,1,1,2
3786,62,11285,1,2,2
3786,62,10864,1,3,2
3786,62,5559,1,4,2
3786,62,9005,1,5,2
3786,62,9114,1,6,2
3786,62,8119,1,7,2
421,9,1541,1,0,0
421,59,1925,1,0,0
421,33,4334,1,0,0
421,10,1809,1,0,0
421,62,8410,1,0,0
421,38,6981,1,0,0
421,38,8456,1,1,0
421,38,6872,0,2,0
421,38,534,1,2,1
421,20,293,1,0,0
421,15,5309,1,0,0
421,20,2762,1,1,0
421,15,8496,1,1,0
421,31,134,1,0,0
421,15,134,1,2,0
421,51,8512,1,0,0
421,4,8512,1,0,0
421,51,8513,1,1,0
421,4,8513,1,1,0
421,51,8511,0,2,0
421,4,8511,0,2,0
421,51,6815,1,2,1
421,4,6815,1,2,1
421,82,8441,1,0,0
421,2,8401,1,0,0
421,61,8529,1,0,0
421,61,8528,1,1,0
421,3,5915,1,0,0
421,13,8454,1,0,0
421,75,8462,1,0,0
421,2,8400,1,1,0
421,38,3536,1,3,1
421,38,1938,1,4,1
421,38,3223,1,5,1
421,38,2085,1,6,1
421,38,6006,1,7,1
421,1,8340,1,0,0
421,1,8479,1,1,0
421,1,8481,1,2,0
421,1,8478,1,3,0
421,1,8480,1,4,0
421,1,8399,1,5,0
421,7,7821,1,0,0
421,34,329,1,0,0
421,34,3554,1,1,0
421,14,8405,1,0,0
421,38,4397,1,8,1
421,49,8473,1,0,0
421,62,8422,1,1,0
421,57,8514,1,0,0
421,57,1686,1,1,0
421,83,8446,1,0,0
421,48,7554,1,0,0
421,48,8385,1,1,0
421,48,8519,1,2,0
421,48,8520,1,3,0
421,26,1644,1,0,0
421,62,6049,1,2,0
421,18,4568,1,0,0
421,18,2811,1,1,0
421,18,2675,1,2,0
421,18,8402,0,3,0
421,51,848,1,3,1
421,54,848,1,0,0
421,51,627,1,4,1
421,54,627,1,1,0
421,31,8499,1,1,0
421,15,8499,1,3,0
421,31,4380,1,2,0
421,15,4380,1,4,0
421,31,8498,1,3,0
421,15,8498,1,5,0
421,31,5531,1,4,0
421,47,5531,1,0,0
421,28,5531,1,0,0
421,31,8497,0,5,0
421,15,8497,0,6,0
421,61,871,1,2,0
421,61,430,1,3,0
421,76,8461,1,0,0
421,76,5234,1,1,0
421,76,513,0,2,0
421,76,512,1,2,1
421,9,6559,1,1,0
421,51,8518,1,5,1
421,57,8518,1,2,0
421,57,8517,1,3,0
421,57,8515,1,4,0
421,57,8395,1,5,0
421,51,8516,1,6,1
421,57,8516,1,6,0
421,79,8451,1,0,0
421,79,8450,0,1,0
421,79,8452,1,1,1
421,79,8453,1,2,1
421,60,8526,1,0,0
421,45,8526,1,0,0
421,5,6459,1,0,0
421,0,7644,1,0,0
421,0,8477,1,1,0
421,0,7645,1,2,0
421,0,7642,1,3,0
421,0,8169,1,4,0
421,67,1465,1,0,0
421,68,1465,1,0,0
421,67,1466,1,1,0
421,68,1466,1,1,0
421,37,1936,1,0,0
421,9,1301,1,2,0
421,34,5444,0,2,0
421,34,5509,1,2,1
421,98,5509,1,0,0
421,34,1651,1,3,1
421,34,4822,1,4,1
421,12,1026,1,0,0
421,12,4113,1,1,0
